ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global
1100,simple,,زيت زيتون بكر ممتاز: بيكوال – 1 لتر,1,0,visible,"زيت زيتون بكر ممتاز - صنف واحد: بيكوال.
\n
\ n العصر على البارد بشكل صحيح: ببطء و بدون إضافة الماء.

","<ul>
\n 	<li>زيت زيتون بكر ممتاز صنف واحد: بيكوالl</li>
\n 	<li>الحموضة أقل من 0.8٪</li>
\n 	<li>زيت الزيتون معصور من حبات زيتون مختارة بعناية لإنتاج أفضل زيت زيتون من حيث الطعم والقيمة الغذائية</li>
\n 	<li>العصر على  البارد بالطريقة الصحيحة: بدون تشغيل السخانات إطلاقاً أو إضافة الماء مع إبطاء عملية العجن حتى لا ترفع درجة حرارة الزيتون بسبب الاحتكاك </li>
\n 	<li>يمكن استخدامه بدلاً من الزبدة والسمن</li>
\n 	<li>يمكن استخدامه في تتبيلة السلطة والطبخ والشوي</li>
\n 	<li>كما أنها تستخدم في البيتزا والمعكرونة والعديد من الأطباق اللذيذة الأخرى </li>
\n</ul>
\n&nbsp;",,,taxable,,1,,,0,0,,,,,1,,,200,زيت زيتون > زيت زيتون بكر ممتاز,,,"http://www.dev.almatgar.online/wp-content/uploads/2022/10/Extra-Virgin-1-liter-glass-bg-light-blue-square.png, http://www.dev.almatgar.online/wp-content/uploads/2022/10/1-2.png",,,,,,,,,0,,,1,1
